geoid_2010,geoid_2020,AREALAND_INT
060014415212018,060014415212014,12492
060014415212019,060014415212012,9058
060014415212020,060014415212011,501
060014415212021,060014415212015,635
060014415212022,060014415212004,834
060014415213000,060014415213000,33936
060014415213001,060014415213002,62995
060014415213002,060014415213004,10990
060014415213003,060014415213001,69732
060014415213004,060014415213004,18963
060014415213005,060014415034000,56866
060014415213006,060014415213005,53355
060014415213007,060014415213003,35247
060014415213008,060014415213003,3351
060014415213009,060014415213000,879
060014415213010,060014415213010,952
060014415213011,060014415213008,3266
060014415213012,060014415213007,19460
060014415213013,060014415213007,818
060014415213014,060014415213006,22702
060014415213015,060014415213007,7265
060014415213016,060014415213002,628
060014415213017,060014415213009,19795
060014415214000,060014415214000,115131
060014415214001,060014415214001,128011
060014415214002,060014415214007,17355
060014415214003,060014415214001,11908
060014415214004,060014415214005,814
060014415214005,060014415214003,36041
060014415214006,060014415214004,12925
060014415214007,060014415214009,7884
060014415214008,060014415214001,10399
060014415214009,060014415214001,18347
060014415214010,060014415214001,1382
060014415214011,060014415214002,9502
060014415214012,060014415214004,364
060014415214013,060014415214008,27387
060014415214014,060014415214005,6285
060014415214015,060014415214006,4067
060014415221000,060014415221000,97421
060014415221001,060014415221000,1350
060014415221002,060014415221002,39564
060014415221003,060014415221004,20885
060014415221004,060014415221005,34065
060014415221005,060014415221006,12082
060014415221006,060014415221007,51412
060014415221007,060014415221007,1344
060014415221008,060014415221008,58835
060014415221009,060014415221001,21047
060014415221010,060014415221009,30620
060014415221011,060014415221007,697
060014415221012,060014415221011,1733
060014415221013,060014415221010,1678
060014415221014,060014415221003,15833
060014415222000,060014415222000,144446
060014415222001,060014415222004,7566
060014415222002,060014415222002,8865
060014415222003,060014415222005,6723
060014415222004,060014415222006,114787
060014415222005,060014415222003,10302
060014415222006,060014415222001,9687
060014415222007,060014415222008,10163
060014415222008,060014415222009,10239
060014415222009,060014415222007,8861
060014415222010,060014415222012,55643
060014415222011,060014415222012,13440
060014415222012,060014415222012,11330
060014415222013,060014415222013,4103
060014415222014,060014415222011,2738
060014415223000,060014415223000,132605
060014415223001,060014415223008,55951
060014415223002,060014415223007,11853
060014415223003,060014415223003,12076
060014415223004,060014415223004,14656
060014415223005,060014415223002,17612
060014415223006,060014415223006,10836
060014415223007,060014415223005,23649
060014415223008,060014415223001,12444
060014415223009,060014415223009,68777
060014415223010,060014415223010,15175
060014415223011,060014415223011,10791
060014415223012,060014415223012,23954
060014415223013,060014415223013,11240
060014415223014,060014415223015,3096
060014415223015,060014415223016,53074
060014415223016,060014415223017,5714
060014415223017,060014415223018,1193
060014415223018,060014415223019,3640
060014415223019,060014415223014,2970
060014415231000,060014415231000,10415
060014415231001,060014415231001,43373
060014415231002,060014415231001,1589
060014415231003,060014415231002,1566
060014415231004,060014415231001,957
060014415231005,060014415231001,1950
060014415231006,060014415231001,437
060014415231007,060014415231003,73185
060014415231008,060014415231003,1850
060014415231009,060014415231003,463
060014415231010,060014415231004,8737
060014415231011,060014415231003,1743
060014415231012,060014415231003,1426
060014415231013,060014415231001,488
060014415231014,060014415231001,326
060014415231015,060014415231003,855
060014415232000,060014415232000,10805
060014415232001,060014415232003,1794
060014415232002,060014415232001,48371
060014415232003,060014415232001,329
060014415232004,060014415232002,1307
060014415232005,060014415232003,8435
060014415232006,060014415232001,18045
060014415232007,060014415232007,1957
060014415232008,060014415232007,2127
060014415232009,060014415232005,22068
060014415232010,060014415232004,26002
060014415232011,060014415232006,1519
060014415233000,060014415233000,30867
060014415233001,060014415233001,23467
060014415233002,060014415233002,35602
060014415233003,060014415233003,16167
060014415233004,060014415233004,4283
060014415233005,060014415233005,6689
060014415233006,060014415233006,19323
060014415233007,060014415233007,35029
060014415233008,060014415233008,3518
060014415241000,060014415241000,6429
060014415241001,060014415241000,585
060014415241002,060014415241002,5301
060014415241003,060014415241003,1045
060014415241004,060014415241001,815
060014415241005,060014415241004,10970
060014415241006,060014415241004,28148
060014415241007,060014415241005,9214
060014415241008,060014415241006,108923
060014415241009,060014415241014,7504
060014415241010,060014415241017,2010
060014415241011,060014415241013,17151
060014415241012,060014415241009,23995
060014415241013,060014415241015,8456
060014415241014,060014415241011,29443
060014415241015,060014415241010,10024
060014415241016,060014415241007,8362
060014415241017,060014415241018,25459
060014415241018,060014415241016,1642
060014415241019,060014415241012,9864
060014415241020,060014415241001,457
060014415241021,060014415241008,4410
060014415241022,060014415241006,1885
060014415241023,060014415241001,21775
060014415241024,060014415241001,892
060014415241025,060014415241019,5699
060014415241026,060014415241020,19644
060014415241027,060014415241021,57194
060014415242000,060014415242000,706309
060014415242001,060014415242006,17831
060014415242002,060014415242004,38940
060014415242003,060014415242001,30433
060014415242004,060014415242007,19493
060014415242005,060014415242000,205888
060014415242006,060014415242006,484
060014415242007,060014415242016,17131
060014415242008,060014415242006,450
060014415242009,060014415242015,8299
060014415242010,060014415242002,35185
060014415242011,060014415242013,9072
060014415242012,060014415242000,6942
060014415242013,060014415242014,11679
060014415242014,060014415242000,8529
060014415242015,060014415242003,3055
060014415242016,060014415242003,2516
060014415242017,060014415242010,51103
060014415242018,060014415242008,9152
060014415242019,060014415242007,283
060014415242020,060014415242012,10209
060014416011000,060014416011000,139654
060014416011001,060014416011004,22109
060014416011002,060014416011003,20695
060014416011003,060014416011002,50075
060014416011004,060014416011001,21637
060014416011005,060014416011005,22305
060014416012000,060014416012000,31443
060014416012001,060014416012001,239320
060014416012002,060014416012004,19663
060014416012003,060014416012002,4004
060014416012004,060014416012003,17298
060014416012005,060014416012005,17607
060014416012006,060014416012009,3904
060014416012007,060014416012007,65274
060014416012008,060014416012008,23070
060014416012009,060014416012006,75050
060014416012010,060014416012010,30428
060014416012011,060014416012011,22243
060014416012012,060014416012012,15200
060014416013000,060014416013000,112858
060014416013001,060014416013002,23171
060014416013002,060014416013001,17361
060014416013003,060014416013003,25765
060014416013004,060014416013000,751
060014416013005,060014416013005,21786
060014416013006,060014416013010,20238
060014416013007,060014416013011,21353
060014416013008,060014416013006,22379
060014416013009,060014416013007,23826
060014416013010,060014416013008,93936
060014416013011,060014416013009,27395
060014416013012,060014416013012,19302
060014416021000,060014416021000,486
060014416021001,060014416021000,73500
060014416021002,060014416021000,535
060014416021003,060014416021004,524
060014416021004,060014416021004,107302
060014416021005,060014416021004,505
060014416021006,060014416021004,506
060014416021007,060014416021004,782
060014416021008,060014416021004,471
060014416021009,060014416021003,19843
060014416021010,060014416021001,75981
060014416021011,060014416021008,4263
060014416021012,060014416021002,7266
060014416021013,060014416021012,23440
060014416021014,060014416021007,20713
060014416021015,060014416021009,49097
060014416021016,060014416021011,24847
060014416021017,060014416021005,21240
060014416021018,060014416021006,20883
060014416021019,060014416021006,422
060014416021020,060014416021005,491
060014416021021,060014416021005,14928
060014416022000,060014416022000,87935
060014416022001,060014416022001,1125
060014416022002,060014416022002,173286
060014416022003,060014416022003,22015
060014416022004,060014416022013,2057
060014416022005,060014416022004,2495
060014416022006,060014416022005,16582
060014416022007,060014416022005,16373
060014416022008,060014416022006,1299
060014416022009,060014416022007,1157
060014416022010,060014416022008,2055
060014416022011,060014416022009,2014
060014416023000,060014416022011,41824
060014416023001,060014416022012,1759
060014416023002,060014416022011,79672
060014416023003,060014416022020,38169
060014416023004,060014416022010,487
060014416023005,060014416022010,2152
060014416023006,060014416022021,1545
060014416023007,060014416023018,3007
060014416023008,060014416023013,68338
060014416023009,060014416023014,81498
060014416023010,060014416023015,17374
060014416023011,060014416023006,22423
060014416023012,060014416023004,32452
060014416023013,060014416023019,12861
060014416023014,060014416023008,1302
060014416023015,060014416023005,160730
060014416023016,060014416023006,1439
060014416023017,060014416023004,399
060014416023018,060014416023004,398
060014416023019,060014416023006,276
060014416023020,060014416023007,1999
060014416023021,060014416023016,1224
060014416023022,060014416023009,29741
060014416023023,060014416023012,1011
060014416024000,060014416022019,439
060014416024001,060014416022019,12640
060014416024002,060014416022018,23257
060014416024003,060014416022017,17396
060014416024004,060014416022016,17862
060014416024005,060014416022015,21304
060014416024006,060014416022014,23102
060014416024007,060014416022022,30461
060014416024008,060014416023001,29795
060014416024009,060014416023000,24135
060014416024010,060014416023000,519
060014416024011,060014416022018,458
060014416024012,060014416022019,438
060014416024013,060014416023002,17860
060014416024014,060014416023003,19072
060014416024015,060014416023003,505
060014416024016,060014416023017,17140
060014417001000,060014417022000,5735
060014417001001,060014417022005,848
060014417001002,060014417022005,5934
060014417001003,060014417022006,59144
060014417001004,060014417022006,3754
060014417001005,060014417022007,35417
060014417001006,060014417022008,73592
060014417001007,060014417022006,4132
060014417001008,060014417022006,3838
060014417001009,060014417022016,55551
060014417001010,060014417022015,51939
060014417001011,060014417022014,3541
060014417001012,060014417022019,42368
060014417001013,060014417022018,9150
060014417001014,060014417022013,1601
060014417001015,060014417022009,57077
060014417001016,060014417022010,4390
060014417001017,060014417022011,5777
060014417001018,060014417022012,8243
060014417001019,060014417022022,25174
060014417001020,060014417022022,25731
060014417001021,060014417022001,408
060014417001022,060014417022001,83289
060014417001023,060014417022020,1305
060014417001024,060014417022017,11167
060014417001025,060014417022024,7621
060014417001026,060014417022023,2287
060014417001027,060014417022025,10651
060014417001028,060014417022026,22485
060014417001029,060014417022026,590
060014417001030,060014417022026,297
060014417001031,060014417022026,959
060014417001032,060014417022027,43875
060014417001033,060014417022025,456
060014417001034,060014417022027,366
060014417001035,060014426023000,426
060014417001036,060014417022028,1457
060014417002000,060014417011000,72768
060014417002001,060014417011000,661
060014417002002,060014417011001,8495
060014417002003,060014417011002,2568
060014417002004,060014417011005,947
060014417002005,060014417011001,630
060014417002006,060014417011005,93924
060014417002007,060014417011006,3365
060014417002008,060014417011007,3467
060014417002009,060014417011003,26697
060014417002010,060014417011004,4310
060014417002011,060014417011011,155792
060014417002012,060014417011016,37059
060014417002013,060014417011017,16458
060014417002014,060014417011014,2716
060014417002015,060014417011013,16319
060014417002016,060014417011015,2772
060014417002017,060014417011020,16488
060014417002018,060014417011018,9647
060014417002019,060014417011012,9865
060014417002020,060014417011019,9511
060014417002021,060014417011011,731
060014417002022,060014417011010,1863
060014417002023,060014417011008,2331
060014417002024,060014417011009,2591
060014417002025,060014417011023,2594
060014417002026,060014417011021,2965
060014417002027,060014417011026,173580
060014417002028,060014417011025,9641
060014417002029,060014417011028,2222
060014417002030,060014417011027,2288
060014417002031,060014417011024,13066
060014417002032,060014417011029,1342
060014417002033,060014417011026,455
060014417002034,060014417011031,9370
060014417002035,060014417011031,344
060014417002036,060014417011030,1681
060014417003000,060014417012000,75258
060014417003001,060014417012001,31976
060014417003002,060014417012002,32220
060014417003003,060014417012003,32082
060014417003004,060014417012004,3191
060014417003005,060014417012005,96396
060014417003006,060014417012006,16492
060014417003007,060014417012007,1622
060014417003008,060014417012005,19792
060014417004000,060014417021000,22523
060014417004001,060014417021001,23326
060014417004002,060014417021002,25526
060014417004003,060014417021003,36730
060014417004004,060014417021005,34315
060014417004005,060014417021004,26668
060014417004006,060014417021009,48331
060014417004007,060014417021015,5143
060014417004008,060014417021006,2661
060014417004009,060014417021007,460
060014417004010,060014417021008,1879
060014417004011,060014417021009,591
060014417004012,060014417021013,23552
060014417004013,060014417021014,8822
060014417004014,060014417021007,9871
060014417004015,060014417021012,27900
060014417004016,060014417021016,44560
060014417004017,060014417021017,5553
060014417004018,060014417021018,13725
060014417004019,060014417012000,36138
060014417004020,060014417021011,39215
060014417004021,060014417021010,29670
060014417004022,060014417021011,3237
060014417004023,060014417012009,508
060014417004024,060014417012000,4091
060014418001000,060014418001000,2769
060014418001001,060014418001001,59446
060014418001002,060014418001002,44628
060014418001003,060014418001002,1480
060014418001004,060014418001002,2173
060014418001005,060014418001003,55759
060014418001006,060014418001011,44636
060014418001007,060014418001004,340864
060014418001008,060014418001006,6103
060014418001009,060014418001008,17539
060014418001010,060014418001013,7847
060014418001011,060014418001012,6222
060014418001012,060014418001005,3139
060014418001013,060014418001010,3104
060014418001014,060014418001007,1379
060014418001015,060014418001015,3921
060014418001016,060014418001017,5317
060014418001017,060014418001016,2732
060014418001018,060014418001004,993
060014418002000,060014418002000,2054
060014418002001,060014418002001,6537
060014418002002,060014418002002,2527
060014418002003,060014418002004,105663
060014418002004,060014418002006,1972
060014418002005,060014418002005,3959
060014418002006,060014418002003,5688
060014418002007,060014418002007,1140
060014418002008,060014418002008,1943
060014418002009,060014418002009,3342
060014418002010,060014418002010,52507
060014418002011,060014418002011,22258
060014418002012,060014418002012,238949
060014418002013,060014418002013,6086
060014418003000,060014418003000,37501
060014418003001,060014418003001,35015
060014418003002,060014418003007,11480
060014418003003,060014418003002,1673
060014418003004,060014418003005,238608
060014418003005,060014418003010,10521
060014418003006,060014418003011,15990
060014418003007,060014418003003,670
060014418003008,060014418003008,17937
060014418003009,060014418003004,6455
060014418003010,060014418003016,3497
060014418003011,060014418003012,33139
060014418003012,060014418003012,709
060014418003013,060014418003013,1597
060014418003014,060014418003014,3146
060014418003015,060014418003005,26227
060014418003016,060014418003005,9605
060014418003017,060014418003015,25828
060014418003018,060014418003015,9320
060014418003019,060014418003015,2574
060014418003020,060014418003018,54293
060014418003021,060014418003019,3976
060014418003022,060014418003020,27249
060014418003023,060014418003010,21091
060014418003024,060014418003020,9225
060014418003025,060014418003006,38003
060014418004000,060014418004000,105941
060014418004001,060014418004001,22249
060014418004002,060014418004002,16724
060014418004003,060014418004003,64677
060014418004004,060014418004005,25087
060014418004005,060014418004006,36645
060014418004006,060014418004004,26838
060014418004007,060014418003003,94
060014419211000,060014419211000,3547
060014419211001,060014419211001,83022
060014419211002,060014419211005,21635
060014419211003,060014419211006,20747
060014419211004,060014419211004,16852
060014419211005,060014419211003,22657
060014419211006,060014419211002,4639
060014419211007,060014419211012,29597
060014419211008,060014419211003,9085
060014419211009,060014419211007,15147
060014419211010,060014419211007,28582
060014419211011,060014419211011,13541
060014419211012,060014419211010,10257
060014419211013,060014419211013,50247
060014419211014,060014419211010,19006
060014419211015,060014419211007,27023
060014419211016,060014419211007,3486
060014419211017,060014419211008,1480
060014419211018,060014419211009,1162
060014419211019,060014419211010,552
060014419211020,060014419211010,2343
060014419211021,060014419211010,15458
060014419211022,060014419211010,13071
060014419211023,060014419211003,11016
060014419211024,060014419211015,1683
060014419211025,060014419211014,1456
060014419212000,060014419212000,280
060014419212001,060014419212000,4830
060014419212002,060014419212001,145679
060014419212003,060014419212004,2383
060014419212004,060014419212002,25182
060014419212005,060014419212003,2304
060014419212006,060014419212005,5229
060014419212007,060014419212006,5580
060014419212008,060014419212013,4943
060014419212009,060014419212011,7766
060014419212010,060014419212011,4982
060014419212011,060014419212007,65372
060014419212012,060014419212008,26898
060014419212013,060014419212009,13880
060014419212014,060014419212015,17202
060014419212015,060014419212015,38548
060014419212016,060014419212014,3930
060014419212017,060014419212014,281
060014419212018,060014419212010,26411
060014419212019,060014419212009,11507
060014419231000,060014419232001,52969
060014419231001,060014419232002,74415
060014419231002,060014419232003,5250
060014419231003,060014419232004,73349
060014419231004,060014419232005,1942
060014419231005,060014419232006,3912
060014419232000,060014419234000,5152
060014419232001,060014419234001,158117
060014419232002,060014419234003,2503
060014419232003,060014419234005,3424
060014419232004,060014419234004,30268
060014419232005,060014419234009,1950
060014419232006,060014419234002,7234
060014419232007,060014419234027,3591
060014419232008,060014419234010,1454
060014419232009,060014419234011,35226
060014419232010,060014419234006,5029
060014419232011,060014419234016,2382
060014419232012,060014419234019,2858
060014419232013,060014419234020,126004
060014419232014,060014419234017,1422
060014419232015,060014419234018,10022
060014419232016,060014419234015,1343
060014419232017,060014419234011,721
060014419232018,060014419234008,115145
060014419232019,060014419234007,3662
060014419232020,060014419234024,4153
060014419232021,060014419234012,997
060014419232022,060014419234013,2357
060014419232023,060014419234014,55530
060014419232024,060014419234021,2014
060014419232025,060014419234022,1356
060014419232026,060014419234023,35233
060014419232027,060014419234029,2310
060014419232028,060014419234025,1210
060014419232029,060014419234026,2203
060014419232030,060014419234020,749
060014419232031,060014419234032,255
060014419232032,060014419234030,3631
060014419232033,060014419234031,7263
060014419232034,060014419234040,24328
060014419232035,060014419234043,9743
060014419232036,060014419234049,17457
060014419232037,060014419234032,2808
060014419232038,060014419234034,24915
060014419232039,060014419234035,49148
060014419232040,060014419234036,4504
060014419232041,060014419234028,30498
060014419232042,060014419234042,24117
060014419232043,060014419234044,6799
060014419232044,060014419234045,3064
060014419232045,060014419234047,19578
060014419232046,060014419234047,22747
060014419232047,060014419234048,37099
060014419232048,060014419234051,22430
060014419232049,060014419234050,14536
060014419232050,060014419234047,895
060014419232051,060014419234046,2414
060014419233000,060014419231000,466
060014419233001,060014419231000,100112
060014419233002,060014419231001,7793
060014419233003,060014419231002,2605
060014419233004,060014419231000,1901
060014419233005,060014419231000,1647
060014419233006,060014419231000,3757
060014419233007,060014419231000,1371
060014419233008,060014419231000,9575
060014419233009,060014419233000,43950
060014419233010,060014419233001,5529
060014419233011,060014419233003,32572
060014419233012,060014419233004,14098
060014419233013,060014419233004,13725
060014419233014,060014419233005,2017
060014419233015,060014419231002,2184
060014419233016,060014419233006,2869
060014419233017,060014419233007,4097
060014419241000,060014419241000,685
060014419241001,060014419241001,1698
060014419241002,060014419241013,10513
060014419241003,060014419241002,30984
060014419241004,060014419241003,464
060014419241005,060014419241003,457
060014419241006,060014419241000,834
060014419241007,060014419241012,9567
060014419241008,060014419241013,21913
060014419241009,060014419241014,2368
060014419241010,060014419241015,2553
060014419241011,060014419241011,5220
060014419241012,060014419241005,385928
060014419241013,060014419241004,30132
060014419241014,060014419241018,437
060014419241015,060014419241006,10366
060014419241016,060014419241007,26426
060014419241017,060014419241010,4123
060014419241018,060014419241005,2907
060014419241019,060014419241009,8183
060014419241020,060014419241008,8492
060014419241021,060014419241007,1467
060014419241022,060014419241007,1560
060014419241023,060014419241016,5080
060014419241024,060014419241017,4033
060014419241025,060014419241018,22083
060014419241026,060014419241019,10456
060014419241027,060014419241019,1221
060014419241028,060014419241020,1848
060014419241029,060014419241019,808
060014419241030,060014419241023,631
060014419241031,060014419241023,804
060014419241032,060014419241022,7107
060014419241033,060014419241021,3084
060014419241034,060014419241003,490
060014419241035,060014419241004,331
060014419241036,060014419241004,362
060014419241037,060014419241004,598
060014419241038,060014419241004,535
060014419241039,060014419241004,484
060014419242000,060014419245001,141155
060014419242001,060014419245004,9028
060014419242002,060014419245003,14547
060014419242003,060014419245005,3762
060014419242004,060014419245002,9863
060014419242005,060014419245006,16379
060014419242006,060014419245007,17656
060014419242007,060014419245008,16178
060014419242008,060014419244000,58965
060014419242009,060014419245012,1045
060014419242010,060014419245013,3278
060014419242011,060014419245012,333
060014419242012,060014419244002,1435
060014419242013,060014419245014,5551
060014419242014,060014419245009,18564
060014419242015,060014419245009,1129
060014419242016,060014419244002,580
060014419242017,060014419245011,1348
060014419242018,060014419245010,2004
060014419243000,060014419242000,1463
060014419243001,060014419242001,1094
060014419243002,060014419242001,95050
060014419243003,060014419242013,769
060014419243004,060014419242004,2310
060014419243005,060014419242002,5448
060014419243006,060014419242001,9867
060014419243007,060014419242003,3964
060014419243008,060014419242001,9563
060014419243009,060014419242005,22883
060014419243010,060014419242007,44546
060014419243011,060014419242005,282
060014419243012,060014419242009,105046
060014419243013,060014419242007,28484
060014419243014,060014419242006,3829
060014419243015,060014419242008,24532
060014419243016,060014419242007,9185
060014419243017,060014419242010,41745
060014419243018,060014419242011,30344
060014419243019,060014419242012,34495
060014419243020,060014419242013,4321
060014419243021,060014419242001,5625
060014419243022,060014419242014,1007
060014419243023,060014419242015,2526
060014419243024,060014419242016,12099
060014419243025,060014419242017,51431
060014419243026,060014419242018,735
060014419243027,060014419242019,2323
060014419243028,060014419242018,311
060014419244000,060014419243000,730
060014419244001,060014419243001,26119
060014419244002,060014419243000,524
060014419244003,060014419243002,6479
060014419244004,060014419243002,283894
060014419244005,060014419243003,25428
060014419244006,060014419243004,166161
060014419244007,060014419243007,12914
060014419244008,060014419243006,11028
060014419244009,060014419243007,14436
060014419244010,060014419243004,3138
060014419244011,060014419243008,13279
060014419244012,060014419243009,18814
060014419244013,060014419243010,1815
060014419244014,060014419243011,4369
060014419251000,060014419291000,1747
060014419251001,060014419291001,26182
060014419251002,060014419291002,13706
060014419251003,060014419291002,1036
060014419251004,060014419291002,1186
060014419251005,060014419291003,912
060014419251006,060014419291006,984
060014419251007,060014419291003,692
060014419251008,060014419291002,10397
060014419251009,060014419291002,633
060014419251010,060014419291003,44280
060014419251011,060014419291003,1098
060014419251012,060014419292000,171013
060014419251013,060014419292000,418
060014419251014,060014419291006,43040
060014419251015,060014419291005,6684
060014419251016,060014419291004,1121
060014419251017,060014419291000,1417
060014419251018,060014419291008,1779
060014419251019,060014419291007,6601
060014419251020,060014419292001,5958
060014419251021,060014419292002,141871
060014419252000,060014419281000,8583
060014419252001,060014419281001,41472
060014419252002,060014419281004,145628
060014419252003,060014419281005,856
060014419252004,060014419281005,102717
060014419252005,060014419281005,497
060014419252006,060014419281006,9475
060014419252007,060014419281006,113704
060014419252008,060014419281006,8649
060014419252009,060014419281006,3654
060014419252010,060014419281006,762
060014419252011,060014419281005,354
060014419252012,060014419281005,1855
060014419252013,060014419282007,94057
060014419252014,060014419282016,8357
060014419252015,060014419282011,13740
060014419252016,060014419282014,16977
060014419252017,060014419282007,943
060014419252018,060014419282009,12486
060014419252019,060014419282013,9323
060014419252020,060014419282017,13842
060014419252021,060014419282015,3900
060014419252022,060014419282018,12288
060014419252023,060014419282007,404
060014419252024,060014419282010,4492
060014419252025,060014419282006,12141
060014419252026,060014419282019,8540
060014419252027,060014419282008,2538
060014419252028,060014419282012,4417
060014419252029,060014419282003,4092
060014419252030,060014419282000,1334357
060014419252031,060014419282002,7523
060014419252032,060014419282001,7872
060014419252033,060014419282000,2383
060014419252034,060014419282004,2551
060014419252035,060014419281008,413928
060014419252036,060014419281010,2035
060014419252037,060014419281006,707
060014419252038,060014419281006,274
060014419252039,060014419282010,733
060014419252040,060014419282021,5580
060014419252041,060014419282015,210
060014419252042,060014419282015,5434
060014419252043,060014419281006,602
060014419252044,060014419281007,2225
060014419252045,060014419282007,265
060014419252046,060014419282000,20600
060014419252047,060014419281008,5371
060014419252048,060014419282005,6880
060014419252049,060014419282020,21612
060014419252050,060014419282022,357
060014419252051,060014419282014,804
060014419252052,060014419282022,1122
060014419252053,060014419282014,612
060014419261000,060014419261001,21206
060014419261001,060014419261002,4505
060014419261002,060014419261003,38929
060014419261003,060014419261003,1417
060014419261004,060014419261004,2092
060014419261005,060014419261003,836
060014419261006,060014419261005,1399
060014419261007,060014419261006,4743
060014419261008,060014419261007,6633
060014419261009,060014419261008,102321
060014419261010,060014419261009,17327
060014419261011,060014419261010,18335
060014419261012,060014419261011,18228
060014419261013,060014419261012,18941
060014419262000,060014419262000,42389
060014419262001,060014419262001,53669
060014419262002,060014419262002,14756
060014419262003,060014419262003,21864
060014419262004,060014419262004,19099
060014419271000,060014419271000,2097
060014419271001,060014419271001,92848
060014419271002,060014419271002,67759
060014419271003,060014419271002,3346
060014419271004,060014419271004,6429
060014419271005,060014419271000,262
060014419271006,060014419271005,7151
060014419271007,060014419271006,6736
060014419272000,060014419272000,6835
060014419272001,060014419272001,110980
060014419272002,060014419272002,2355
060014419272003,060014419272003,113259
060014419272004,060014419272004,945
060014419272005,060014419272013,26867
060014419272006,060014419272014,2758
060014419272007,060014419272016,3297
060014419272008,060014419272015,1987
060014419272009,060014419272009,78493
060014419272010,060014419272010,3022
060014419272011,060014419272012,2120
060014419272012,060014419272011,1244
060014419272013,060014419272004,67800
060014419272014,060014419272004,2723
060014419272015,060014419272004,5317
060014419272016,060014419272005,2752
060014419272017,060014419272008,4048
060014419272018,060014419272004,315
060014419272019,060014419272006,4732
060014419272020,060014419272007,3036
060014420001000,060014420001000,335055
060014420001001,060014420001001,580177
060014420001002,060014420001002,1018054
060014420001003,060014420001002,20266
060014420001004,060014420001002,1409886
060014420001005,060014420001002,134641
060014420001006,060014420001003,262267
060014420001007,060014420001009,113239
060014420001008,060014420001010,11355
060014420001009,060014420001010,14484
060014420001010,060014420001010,19716
060014420001011,060014420001003,687278
060014420001012,060014420001008,17409
060014420001013,060014420001008,26729
060014420001014,060014420001006,60669
060014420001015,060014420001004,32093
060014420001016,060014420001008,40024
060014420001017,060014420001005,27376
060014420001018,060014420001003,818
060014420001019,060014420001008,26342
060014420001020,060014420001005,24433
060014420001021,060014420001003,1052552
060014420001022,060014420002005,12107
060014420001023,060014420001007,62675
060014420001024,060014420001005,60437
060014420001025,060014420001011,18607
060014420001026,060014420001007,13261
060014420001027,060014420001007,12055
060014420001028,060014420001007,14704
060014420001029,060014420001007,9453
060014420001030,060014420001001,309
060014420001031,060014420001012,105476
060014420001032,060014420001014,115332
060014420001033,060014507015027,7432
060014420001034,060014420001015,20319
060014420001035,060014420001015,9183
060014420001036,060014420001016,9749
060014420001037,060014420001017,2264
060014420001038,060014420001003,220694
060014420001039,060014420002000,504
060014420001040,060014420002001,360
060014420002000,060014420002000,17593
060014420002001,060014420002001,69
060014420002002,060014420002001,12432
060014420002003,060014420002001,640921
060014420002004,060014420002001,190645
060014420002005,060014420002001,12204
060014420002006,060014420002005,11766
060014420002007,060014420002005,52894
060014420002008,060014420002007,14963
060014420002009,060014420002006,17409
060014420002010,060014420002008,66053
060014420002011,060014420002009,75155
060014420002012,060014420002010,22058
060014420002013,060014420002011,17167
060014420002014,060014420002005,546
060014420002015,060014420002001,13988
060014420002016,060014420002001,11780
060014420002017,060014420002005,14704
060014420002018,060014420002000,12396
060014421001000,060014421001000,4259
060014421001001,060014421001001,31411
060014421001002,060014421001001,771
060014421001003,060014421001001,2070
060014421001004,060014421001002,149981
060014421001005,060014421001003,5423
060014421001006,060014421001004,3284
060014421001007,060014421001005,6061
060014421001008,060014421001007,17194
060014421001009,060014421001002,720
060014421001010,060014421001001,1841
060014421001011,060014421001001,174595
060014421001012,060014421001001,593
060014421001013,060014421001001,732
060014421001014,060014421001001,827
060014421001015,060014421001001,1003
060014421001016,060014421001001,11031
060014421001017,060014421001001,1222
060014421001018,060014421001001,176826
060014421001019,060014421001008,66864
060014421001020,060014421001009,5898
060014421001021,060014421001006,4758
060014421001022,060014421001011,4144
060014421001023,060014421001010,117963
060014421001024,060014421001013,21278
060014421001025,060014421001016,72572
060014421001026,060014421001015,16779
060014421001027,060014421001012,60739
060014421001028,060014421001014,26310
060014421001029,060014421001001,9110
060014421002000,060014421002000,31461
060014421002001,060014421002000,954
060014421002002,060014421002000,10641
060014421002003,060014421002004,38258
060014421002004,060014421002000,91535
060014421002005,060014421002001,15078
060014421002006,060014421002003,24911
060014421002007,060014421002005,29052
060014421002008,060014421002006,59331
060014421002009,060014421002007,52664
060014421002010,060014421002002,39751
060014421002011,060014421002009,34946
060014421002012,060014421003003,25541
060014421002013,060014421003001,24695
060014421002014,060014421003002,21488
060014421002015,060014421002008,56033
060014421002016,060014421003000,24694
060014421002017,060014421003005,2570
060014421002018,060014421003004,6832
060014421002019,060014421003007,129824
060014421002020,060014421003007,14397
060014421002021,060014421003007,316
060014421002022,060014421003006,74519
060014421002023,060014421003007,14508
060014421002024,060014421003008,16270
060014422001000,060014422001000,2830
060014422001001,060014422001001,2517
060014422001002,060014422001001,952
060014422001003,060014422001001,35269
060014422001004,060014422001001,2382
060014422001005,060014422001006,3220
060014422001006,060014422001005,10918
060014422001007,060014422001004,94161
060014422001008,060014422001003,22488
060014422001009,060014422001002,15043
060014422001010,060014422001018,31893
060014422001011,060014422001010,134241
060014422001012,060014422001011,15477
060014422001013,060014422001017,1795
060014422001014,060014422001012,11606
060014422001015,060014422004005,1506
060014422001016,060014422001008,15806
060014422001017,060014422001007,2319
060014422001018,060014422001013,15550
