GEOID,ZCTA,LAND_AREA
060014066022000,94602,14894
060014066022001,94602,23925
060014066022002,94602,18882
060014066022003,94602,17890
060014066022004,94602,26957
060014066022005,94602,25794
060014067001000,94602,8635
060014067001001,94602,13923
060014067001002,94602,634822
060014067001003,94602,28243
060014067001004,94602,11066
060014067001005,94602,35782
060014067001006,94602,52948
060014067002000,94602,24290
060014067002001,94602,25927
060014067002002,94602,33390
060014067002003,94602,23961
060014067002004,94602,25871
060014067002005,94602,20608
060014067003000,94602,156064
060014067003001,94602,29967
060014067003002,94602,1441
060014067003003,94602,30882
060014067003004,94602,23170
060014067003005,94602,22123
060014067003006,94602,60669
060014067003007,94602,14991
060014067003008,94602,16188
060014067003009,94602,2904
060014067003010,94602,1660
060014067004000,94602,39371
060014067004001,94602,39738
060014067004002,94602,41015
060014067004003,94602,21169
060014067004004,94602,22147
060014067004005,94602,45399
060014067005000,94602,54315
060014067005001,94602,25398
060014067005002,94602,21304
060014067005003,94602,22552
060014067005004,94602,26634
060014067005005,94602,25160
060014068001000,94619,114792
060014068001001,94602,10528
060014068001002,94602,16693
060014068001003,94602,70577
060014068001004,94619,1389
060014068001005,94619,2351
060014068001006,94602,22576
060014068001007,94602,18899
060014068001008,94602,15347
060014068001009,94602,1106
060014068002000,94602,60150
060014068002001,94602,9927
060014068002002,94602,38438
060014068002003,94602,19571
060014068002004,94619,2114
060014068002005,94619,3963
060014068002006,94619,1240
060014068002007,94619,9353
060014068002008,94619,36273
060014068002009,94619,11408
060014068003000,94619,12699
060014068003001,94619,18055
060014068003002,94619,18280
060014068003003,94619,18374
060014068003004,94619,18514
060014068003005,94619,18088
060014068003006,94619,14203
060014068003007,94619,13841
060014068003008,94619,13294
060014068003009,94619,18309
060014068003010,94619,18411
060014068003011,94619,18446
060014068003012,94619,13637
060014068003013,94619,13514
060014068004000,94602,67799
060014068004001,94602,15468
060014068004002,94602,14895
060014068004003,94602,12378
060014068004004,94602,10714
060014068004005,94602,25011
060014068004006,94602,8393
060014068004007,94619,2423
060014068004008,94619,1739
060014068004009,94619,3418
060014068004010,94602,9152
060014068004011,94602,18392
060014068004012,94602,2352
060014068004013,94602,7151
060014068004014,94602,8507
060014068004015,94619,2127
060014068004016,94619,1644
060014068004017,94619,1968
060014068004018,94619,4636
060014069001000,94619,7730
060014069001001,94619,61938
060014069001002,94619,16189
060014069001003,94619,20049
060014069001004,94619,17083
060014069001005,94619,31517
060014069001006,94619,11523
060014069001007,94619,11746
060014069001008,94619,6729
060014069001009,94619,14392
060014069001010,94619,15720
060014069002000,94619,297750
060014069002001,94619,6740
060014069002002,94619,1453
060014069002003,94619,8589
060014069002004,94619,68997
060014069002005,94619,8181
060014069002006,94619,1408
060014069002007,94619,14248
060014069002008,94619,1433
060014069003000,94619,40173
060014069003001,94619,14389
060014069003002,94619,71387
060014069003003,94619,72297
060014069003004,94619,1917
060014069003005,94619,3578
060014069003006,94619,13731
060014069003007,94619,10072
060014069003008,94619,6716
060014069003009,94619,11744
060014069003010,94619,1021
060014069003011,94619,1171
060014069003012,94619,1516
060014070001000,94619,18817
060014070001001,94619,20393
060014070001002,94619,34336
060014070001003,94619,20138
060014070001004,94619,18044
060014070001005,94619,28818
060014070001006,94619,6256
060014070001007,94619,52461
060014070002000,94619,11768
060014070002001,94619,42617
060014070002002,94619,35978
060014070002003,94619,22754
060014070002004,94619,10179
060014070002005,94619,12073
060014070002006,94619,30055
060014070002007,94619,19662
060014070003000,94619,15206
060014070003001,94619,15744
060014070003002,94619,21510
060014070003003,94619,6789
060014070003004,94619,45429
060014070003005,94619,17385
060014070003006,94619,34740
060014070004000,94619,21383
060014070004001,94619,43435
060014070004002,94619,15684
060014070004003,94619,13827
060014070004004,94619,13879
060014070004005,94619,16664
060014070004006,94619,1140
060014070004007,94619,27751
060014070005000,94619,9686
060014070005001,94619,33250
060014070005002,94619,6164
060014070005003,94619,5178
060014070005004,94619,93991
060014070005005,94619,5686
060014070005006,94619,6098
060014070005007,94619,7968
060014071011000,94601,16736
060014071011001,94601,33153
060014071011002,94601,65162
060014071011003,94601,18957
060014071011004,94601,23555
060014071011005,94601,11686
060014071011006,94601,51575
060014071011007,94601,1664
060014071012000,94601,23646
060014071012001,94601,37158
060014071012002,94601,14288
060014071012003,94601,15003
060014071012004,94601,15855
060014071012005,94601,17878
060014071012006,94601,2025
060014071012007,94601,22485
060014071021000,94601,46957
060014071021001,94601,19719
060014071021002,94601,61057
060014071021003,94619,23362
060014071021004,94601,46665
060014071021005,94601,26956
060014071021006,94601,22903
060014071022000,94601,23769
060014071022001,94601,23516
060014071022002,94601,21762
060014071022003,94601,24326
060014071022004,94601,17961
060014071022005,94601,8423
060014071022006,94601,8712
060014071023000,94601,23609
060014071023001,94601,23774
060014071023002,94601,23286
060014071023003,94601,23317
060014071023004,94601,16797
060014071023005,94601,16929
060014071024000,94601,16336
060014071024001,94601,39055
060014071024002,94601,1259
060014071024003,94601,1455
060014071024004,94601,28280
060014071024005,94601,12816
060014071024006,94601,24280
060014071024007,94601,19422
060014071024008,94601,2761
060014071024009,94601,11400
060014072001000,94601,14535
060014072001001,94601,9685
060014072001002,94601,16012
060014072001003,94601,3889
060014072001004,94601,6008
060014072001005,94601,23271
060014072001006,94601,12919
060014072001007,94601,14341
060014072001008,94601,4934
060014072001009,94601,5530
060014072001010,94601,4117
060014072001011,94601,6621
060014072001012,94601,1225
060014072001013,94601,13492
060014072001014,94601,1104
060014072001015,94601,20856
060014072001016,94601,22152
060014072001017,94601,6769
060014072002000,94601,27556
060014072002001,94601,19314
060014072002002,94601,14238
060014072002003,94601,12749
060014072002004,94601,31155
060014072002005,94601,48156
060014072003000,94601,32395
060014072003001,94601,27916
060014072003002,94601,26983
060014072003003,94601,6361
060014072003004,94601,6308
060014072003005,94601,8922
060014072003006,94601,18832
060014072003007,94601,27017
060014072004000,94601,15368
060014072004001,94601,14580
060014072004002,94601,11823
060014072004003,94601,25430
060014072004004,94601,26125
060014072004005,94601,51115
060014072004006,94601,25559
060014072004007,94601,34619
060014072004008,94601,15090
060014073001000,94601,3185
060014073001001,94601,27292
060014073001002,94601,28360
060014073001003,94601,15639
060014073001004,94601,1625
060014073001005,94621,1221
060014073001006,94621,252865
060014073001007,94621,1051
060014073001008,94621,16291
060014073001009,94621,20373
060014073001010,94621,2314
060014073001011,94621,11860
060014073001012,94601,10849
060014073001013,94601,16332
060014073001014,94621,4407
060014073001015,94601,9082
060014073001016,94601,7505
060014073001017,94621,169736
060014073001018,94621,1353
060014073002000,94601,1194
060014073002001,94601,9115
060014073002002,94601,2901
060014073002003,94601,13680
060014073002004,94601,17056
060014073002005,94601,11794
060014073002006,94601,1342
060014073002007,94601,1450
060014073002008,94601,14083
060014073002009,94601,15921
060014073002010,94601,1101
060014073002011,94601,62011
060014073002012,94601,16783
060014073002013,94601,16468
060014073002014,94601,1832
060014073002015,94601,17852
060014073002016,94601,18519
060014073002017,94601,19678
060014073002018,94601,2005
060014073002019,94601,22603
060014073002020,94601,24560
060014073002021,94601,1369
060014073002022,94601,12955
060014073002023,94601,48533
060014073002024,94601,65298
060014073002025,94601,1145
060014073002026,94601,8088
060014073002027,94601,4452
060014073002028,94601,15668
060014073002029,94601,7978
060014073002030,94601,5105
060014073002031,94601,11182
060014073002032,94601,7401
060014073002033,94601,7504
060014073002034,94621,282860
060014073002035,94601,123575
060014073002036,94621,262924
060014073002037,94621,31001
060014073002038,94621,0
060014073002039,94601,16326
060014073002040,94621,2807
060014073002041,94621,57256
060014073002042,94621,3144
060014073002043,94621,13392
060014073002044,94621,0
060014073002045,94621,4387
060014073002046,94621,5860
060014073002047,94621,1818
060014073002048,94601,20118
060014073002049,94601,135898
060014073002050,94601,0
060014073002051,94601,251785
060014073002052,94601,67800
060014074001000,94601,18892
060014074001001,94601,1539
060014074001002,94601,16252
060014074001003,94601,1462
060014074001004,94601,1341
060014074001005,94601,19306
060014074001006,94601,8193
060014074001007,94601,58671
060014074001008,94601,21697
060014074001009,94601,13975
060014074001010,94601,27066
060014074001011,94601,22571
060014074001012,94601,20247
060014074002000,94601,13139
060014074002001,94601,5967
060014074002002,94601,5133
060014074002003,94601,10522
060014074002004,94601,6663
060014074002005,94601,28934
060014074002006,94601,32895
060014074002007,94601,1137
060014074002008,94601,25952
060014074002009,94601,21144
060014074003000,94601,10328
060014074003001,94601,15059
060014074003002,94601,14004
060014074003003,94601,11364
060014074003004,94601,1052
060014074003005,94601,8680
060014074003006,94601,9261
060014074003007,94601,6754
060014074003008,94601,19158
060014074003009,94601,16548
060014074003010,94601,9424
060014074003011,94601,7161
060014075001000,94605,1449
060014075001001,94605,19756
060014075001002,94605,8771
060014075001003,94605,1380
060014075001004,94605,10008
060014075001005,94605,9386
060014075001006,94605,1231
060014075001007,94605,5620
060014075001008,94605,23363
060014075001009,94605,1164
060014075001010,94621,24339
060014075001011,94621,6319
060014075002000,94621,59390
060014075002001,94621,16524
060014075002002,94621,17335
060014075002003,94601,5772
060014075002004,94621,15887
060014075002005,94621,15134
060014075002006,94621,7982
060014075002007,94621,18147
060014075002008,94621,20466
060014075002009,94621,39483
060014075002010,94621,16913
060014075003000,94601,1962
060014075003001,94601,18812
060014075003002,94601,17310
060014075003003,94605,12978
060014075003004,94605,2858
060014075003005,94605,9955
060014075003006,94621,3976
060014075003007,94601,1185
060014075003008,94601,17905
060014075003009,94601,6114
060014075003010,94621,16962
060014075003011,94621,16979
060014075003012,94601,15550
060014075003013,94605,1015
060014075003014,94605,5122
060014076001000,94619,26775
060014076001001,94619,70439
060014076001002,94619,47009
060014076001003,94619,14110
060014076001004,94619,23043
060014076001005,94619,23534
060014076001006,94619,14101
060014076001007,94619,10868
060014076001008,94619,10741
060014076002000,94619,8820
060014076002001,94601,26506
060014076002002,94601,14391
060014076002003,94601,7594
060014076002004,94601,35358
060014076002005,94601,31157
060014076002006,94619,3459
060014076002007,94619,4040
060014076002008,94601,19980
060014076002009,94619,2988
060014076002010,94619,3831
060014076002011,94601,6371
060014076002012,94601,7548
060014076002013,94601,15189
060014076003000,94601,37907
060014076003001,94601,36942
060014076003002,94601,33084
060014076003003,94601,10621
060014076003004,94601,8682
060014076003005,94601,8967
060014076003006,94601,8948
060014076003007,94601,8922
060014076003008,94601,21439
060014076003009,94601,12238
060014076003010,94601,17648
060014076004000,94601,46712
060014076004001,94601,35231
060014076004002,94601,28830
060014076004003,94601,4787
060014076004004,94601,9715
060014076004005,94601,11711
060014076004006,94601,13368
060014076004007,94601,11924
060014076004008,94601,10594
060014076004009,94601,14800
060014076004010,94601,10842
060014076005000,94601,23121
060014076005001,94601,13658
060014076005002,94601,12956
060014076005003,94601,14200
060014076005004,94601,26935
060014076005005,94601,8245
060014076005006,94601,7879
060014076005007,94601,13709
060014076005008,94601,13144
060014076005009,94601,46953
060014076005010,94601,10146
060014077001000,94605,9693
060014077001001,94605,8817
060014077001002,94605,8535
060014077001003,94605,9351
060014077001004,94605,8988
060014077001005,94605,9498
060014077001006,94605,10254
060014077001007,94605,9846
